mu[1,1] mu[1,2] mu[2,1] mu[2,2] tau[1,1,1] tau[1,2,1] tau[2,1,1] tau[2,2,1] tau[1,1,2] tau[1,2,2] tau[2,1,2] tau[2,2,2] probdiff Y_syn[1] Y_syn[2]
7.40773131176482 7.96245280608799 7.15246170892979 6.34427538837415 36.4765847650782 -33.184592801008 -33.184592801008 34.4960987708004 2.52544977855461 -0.924576131618584 -0.924576131618584 2.00531952911624 0.198577460102491 6.90811960969728 6.77550854163035
7.4234409096548 7.99269256470546 7.1692517796084 6.37969235835434 36.6668110246895 -33.9406849805475 -33.9406849805475 35.7650325038923 3.04685342302993 -1.05114068540686 -1.05114068540686 1.92926189867398 0.189664652573075 7.89824043114769 7.71513431416499
7.39663788964123 7.99795953922217 7.14710469680966 6.33716713405286 35.7341699857337 -33.16617895315 -33.16617895315 34.9267188126753 2.7824762350371 -1.13244132471377 -1.13244132471377 2.14945132866311 0.208403052853078 7.81234156531706 7.65410698810463
7.41156118699815 7.93750998082275 7.15554483266604 6.4034158550921 35.0202237875387 -31.5032931679244 -31.5032931679244 32.4191630133947 2.84866873211722 -0.98535067110058 -0.98535067110058 1.80189865357754 0.195496609549629 7.87518933930099 6.55030672454036
7.41035187654922 7.94510589677525 7.14922381083043 6.38252100073449 34.745555989615 -31.3496306318569 -31.3496306318569 32.3850978610296 3.09048215132633 -1.15789017039399 -1.15789017039399 2.1135688305841 0.195176675614267 7.64371231144717 7.50909751824145
7.41733694738823 8.0094016972424 7.17047668869892 6.45415481957055 36.1870295070664 -33.6646684265695 -33.6646684265695 35.5199061620229 3.00299227410327 -1.14925175120329 -1.14925175120329 1.99557570071152 0.189402800456928 6.89644540406109 6.63966458057488
7.40406639723485 7.93445145892977 7.14354888330462 6.33642505650459 35.4416173729939 -32.6876646574158 -32.6876646574158 34.5393521775705 2.6822758533486 -0.811387452655281 -0.811387452655281 2.02327862962564 0.186469532995566 8.44066829635968 8.12220178070674
7.40402667141711 7.92210233519144 7.14689698510669 6.35931973736573 35.290038300396 -32.5065245058862 -32.5065245058862 33.9870567559012 2.48793122672641 -0.951314851230864 -0.951314851230864 1.8822968763263 0.188699061550957 6.71232752529243 6.44387171971372
7.41190926748718 7.88915091013508 7.15660001507624 6.33793681318564 35.7676014055581 -32.783653783227 -32.783653783227 34.3221431374159 3.0811031359414 -1.17860897785211 -1.17860897785211 2.09948575086516 0.174054171627338 7.4655999709208 5.96576274516085
7.40472968704423 7.92802114286758 7.14878364951015 6.34093678925765 35.8815653440436 -33.3881437404464 -33.3881437404464 35.5304396722538 3.19102253825615 -1.30010833179171 -1.30010833179171 2.18401402191976 0.175683436552421 8.23868382876373 7.98257932808161
7.41675501120174 7.95771319963937 7.1644233960142 6.33237882878892 35.7168503625154 -33.090798326251 -33.090798326251 34.9894840203337 2.88227569941862 -0.910199157653053 -0.910199157653053 2.04456936992954 0.187772700112759 7.81097265016668 7.5407282394203
