mu[1,1] mu[1,2] mu[2,1] mu[2,2] tau[1,1,1] tau[1,2,1] tau[2,1,1] tau[2,2,1] tau[1,1,2] tau[1,2,2] tau[2,1,2] tau[2,2,2] probdiff Y_syn[1] Y_syn[2]
7.69252143656677 -2.94030352242106 7.50782697437523 2.58337882114431 4.31279664288514 -0.177865255401525 -0.177865255401525 0.928404911517004 0.428740175963442 -0.347059028422349 -0.347059028422349 7.54188508819539 0.0020891542779788 7.54228042169663 7.04776856750973
7.64485653513545 -1.80066553430454 7.51306139954264 0.420760954332981 3.8346893306142 -0.199446741004625 -0.199446741004625 1.02596963586166 4.22790928216268 0.0171826013356295 0.0171826013356295 0.165215842271997 0.00196287327191525 8.3544590575726 8.04955289494118
7.72787563250629 2.15003559815165 7.54045153181506 -0.531439887809404 4.12587689503446 -0.231873930120526 -0.231873930120526 1.0394766154127 0.526878865177238 0.880850442255353 0.880850442255353 4.6166922125839 0.00152939691774752 6.92538185253574 7.47330984807125
7.68347325265602 -5.03089687252482 7.45594706075107 3.59920947089538 4.50702342355242 -0.182372703272597 -0.182372703272597 1.02848862429424 0.270121347035704 0.652061603468713 0.652061603468713 4.55492534129039 0.00385825893037088 7.60523110267003 7.31497028871671
7.6680833476496 1.44779975291526 7.56293929629989 -1.6229613509529 3.85252563378073 -0.238570976314334 -0.238570976314334 0.949462134884501 2.8015420774353 -0.0484450574529522 -0.0484450574529522 2.61386267642483 0.000487756335209058 7.33309338420237 5.14167827761224
7.70326716811623 0.118220497819963 7.47415173415218 3.91754619492057 3.65873619758507 -0.131803790783067 -0.131803790783067 0.906155407419876 4.99876319932549 0.786882404588559 0.786882404588559 1.86548789837567 0.00153464652048513 7.62451798127601 7.37496985249195
7.719280179808 0.461827188563048 7.4272808523121 0.203078685067979 4.1390462144465 -0.189236044032268 -0.189236044032268 0.963543169962847 1.43888998586611 -0.304131490292771 -0.304131490292771 0.206441932716207 0.00112634653850083 7.67192472866782 6.87624393225904
7.71673958583005 2.61618671375748 7.52926374245561 -1.24952736344351 4.12651465999268 -0.220109148914024 -0.220109148914024 0.966777234308064 2.4606088012183 -2.99425239729978 -2.99425239729978 3.98140113096966 0.00328644004438328 8.53937796706562 8.16895892361254
7.68282201050472 -1.13997320086344 7.46474722737516 0.396236733969827 3.58024344437612 -0.0616503004648947 -0.0616503004648947 0.945412998870679 0.554783280182926 0.00954222692083466 0.00954222692083466 0.00316194428111093 0.00249878948868871 7.98571275313667 6.22195034726089
7.65328842115058 2.89855799644166 7.48188959908133 0.353965792075954 4.1048701153284 -0.160057400709443 -0.160057400709443 0.944594030911917 1.65992719347496 -0.336695637285859 -0.336695637285859 1.01691169314718 0.00399034094673784 7.75692344843284 8.40460014323485
7.67973891032042 0.0342746482898997 7.55725555912552 0.890389198434828 4.30789980413984 -0.192192974171619 -0.192192974171619 0.898175896182973 0.747477891976858 0.45829933935928 0.45829933935928 0.746676605689783 0.00533339603049817 7.73490945286126 8.17486773650707
7.68033840378568 -1.67422153961394 7.46883305847235 2.33398225095121 3.99631102074682 -0.188880843298678 -0.188880843298678 0.901862706663283 1.75883651713479 1.41323781924276 1.41323781924276 1.18840341632436 0.00116144306283434 7.20625473258932 7.54685864791693
7.68630883881586 1.56476801905835 7.53667350407729 3.37995601059247 3.94474791875909 -0.0407011665259733 -0.0407011665259733 0.918901424461146 1.23478479059629 0.193704496735656 0.193704496735656 1.31206845621438 0.00412340897233328 7.44823503800209 7.49503626426562
7.69560538964562 -5.17656999038817 7.52516210342012 -0.000253209967194957 4.15295327364668 -0.168289588942758 -0.168289588942758 0.93404466854973 6.83864020256284 2.55837208365308 2.55837208365308 2.70500146905086 0.00289333688058561 8.33884668422234 7.45811347790384
7.70498498657782 0.537677812410694 7.51987838958843 1.77269857471012 4.23555868015756 -0.17054983496941 -0.17054983496941 0.877180173779829 2.58467321314315 1.19076627642546 1.19076627642546 0.558454147312888 0.00327470778560189 7.28990945874966 8.58948332305414
7.65919771768038 2.29622861852951 7.47862862420072 -0.629845114120183 4.36637176090384 -0.105036221564644 -0.105036221564644 1.00449243796541 3.47212729496049 -0.365634715263574 -0.365634715263574 1.20458138973864 0.00253046788473516 7.78443249008451 6.87867069440557
7.69666469387562 -2.03149423327855 7.57731963175265 -1.42245356857275 4.19358145909514 -0.322887741902805 -0.322887741902805 1.03035633481537 0.583284932924595 0.580424560698738 0.580424560698738 0.58314393644878 0.000249414319288124 7.55019666076238 7.33822194454347
7.68241624905595 -0.981321533620188 7.44099171450527 2.25924337688257 4.08101386796936 -0.208060438946134 -0.208060438946134 0.959192538515577 1.89348534000771 -0.559522491279616 -0.559522491279616 5.68026690225978 0.00404104494611577 8.47693951625324 7.90203678300138
7.69726502718835 -2.34079534061759 7.42370091187443 0.790076445902942 4.51366983206257 -0.141158508608396 -0.141158508608396 0.930015228233043 1.05990982900362 0.025200187707355 0.025200187707355 0.12851382127132 0.0018338831621253 8.18797768994048 6.96721091487531
7.70559187873672 -3.21835321621111 7.53353367396389 -0.841543143501352 4.49268241564238 -0.209721746835323 -0.209721746835323 0.988983617120684 0.837380138054054 1.4007012790797 1.4007012790797 2.40016394549627 0.00153060985844527 8.47722482864377 6.80958640166933
7.70107688265513 3.60066514193107 7.60142352223336 1.12130222115398 4.14121316388366 -0.138931457822488 -0.138931457822488 1.01902585502184 7.64493506405893 0.474916765397 0.474916765397 0.592029450674732 0.0015519577973785 7.9166745520845 7.23128951695309
7.64402652879761 0.949791881466743 7.52779867161868 1.0771493747273 3.95005474434687 -0.177677386314594 -0.177677386314594 0.945927590372142 0.265285554750181 0.76826878701251 0.76826878701251 2.77047607046233 0.00229141031416242 6.99815152990127 7.5839694698491
7.66870141495085 2.01766875136194 7.45110281268695 -0.25738370965264 4.2221082894393 -0.203352189817304 -0.203352189817304 0.990225285501204 3.64541418168563 -2.10004642610929 -2.10004642610929 1.74337546152015 0.00105343411365707 7.9210704632814 6.30741110056653
