NDUFB8,MTCO1
77.3519163763066,18.2926829268293
79.2682926829268,17.595818815331
77.1777003484321,14.6341463414634
76.3066202090592,16.3763066202091
78.2229965156794,16.3763066202091
78.0487804878049,19.5121951219512
74.7386759581882,19.6864111498258
80.3135888501742,16.8989547038328
78.397212543554,16.3763066202091
77.8745644599303,17.7700348432056
77.7003484320557,16.8989547038328
73.8675958188153,17.4216027874564
75.7839721254355,17.9442508710801
76.8292682926829,19.3379790940767
74.2160278745645,17.0731707317073
75.609756097561,20.383275261324
74.7386759581882,18.815331010453
75.9581881533101,18.1184668989547
75.609756097561,21.4285714285714
78.0487804878049,15.3310104529617
79.4425087108014,16.0278745644599
74.5644599303136,18.6411149825784
76.4808362369338,17.0731707317073
73.5191637630662,17.9442508710801
77.5261324041812,16.5505226480836
74.0418118466899,19.3379790940767
75.2613240418118,16.8989547038328
72.4738675958188,18.6411149825784
79.4425087108014,18.4668989547038
76.8292682926829,19.1637630662021
75.609756097561,18.1184668989547
75.9581881533101,19.8606271777003
77.5261324041812,17.7700348432056
77.0034843205575,16.2020905923345
75.0871080139373,15.6794425087108
71.4285714285714,17.7700348432056
79.2682926829268,17.9442508710801
78.0487804878049,20.383275261324
75.2613240418118,20.0348432055749
76.4808362369338,18.2926829268293
73.1707317073171,19.1637630662021
74.5644599303136,21.2543554006969
77.3519163763066,17.7700348432056
75.7839721254355,19.5121951219512
72.6480836236934,16.3763066202091
75.609756097561,16.5505226480836
74.0418118466899,17.2473867595819
77.1777003484321,14.9825783972125
74.9128919860627,18.815331010453
77.1777003484321,18.9895470383275
76.1324041811847,19.1637630662021
73.5191637630662,18.815331010453
77.1777003484321,18.6411149825784
75.7839721254355,17.595818815331
70.9059233449477,18.6411149825784
77.0034843205575,17.2473867595819
77.3519163763066,17.4216027874564
76.1324041811847,18.2926829268293
76.8292682926829,16.3763066202091
75.7839721254355,19.5121951219512
75.2613240418118,17.2473867595819
79.9651567944251,18.6411149825784
77.5261324041812,21.7770034843206
73.8675958188153,17.2473867595819
76.4808362369338,17.4216027874564
72.4738675958188,19.5121951219512
78.0487804878049,17.0731707317073
78.5714285714286,13.7630662020906
77.3519163763066,20.7317073170732
76.3066202090592,18.4668989547038
76.6550522648084,14.808362369338
75.609756097561,15.3310104529617
75.0871080139373,19.5121951219512
75.0871080139373,18.2926829268293
80.6620209059233,18.2926829268293
77.5261324041812,17.2473867595819
72.2996515679443,18.4668989547038
75.609756097561,19.8606271777003
73.3449477351916,16.8989547038328
75.7839721254355,16.0278745644599
75.0871080139373,15.6794425087108
72.9965156794425,18.9895470383275
75.9581881533101,16.3763066202091
80.6620209059233,16.0278745644599
77.3519163763066,17.9442508710801
77.7003484320557,18.4668989547038
77.3519163763066,16.8989547038328
77.8745644599303,17.9442508710801
75.9581881533101,15.3310104529617
78.0487804878049,17.4216027874564
73.3449477351916,19.5121951219512
78.5714285714286,19.5121951219512
74.390243902439,18.9895470383275
80.6620209059233,19.8606271777003
73.6933797909408,16.5505226480836
72.4738675958188,16.2020905923345
74.5644599303136,14.9825783972125
77.7003484320557,16.3763066202091
