NDUFB8,MTCO1
26.8595041322314,7.64462809917355
22.7272727272727,7.85123966942149
28.099173553719,7.23140495867769
30.9917355371901,7.64462809917355
27.2727272727273,7.85123966942149
31.404958677686,8.05785123966942
31.404958677686,8.47107438016529
25.6198347107438,7.23140495867769
28.9256198347107,8.26446280991735
29.3388429752066,7.64462809917355
28.3057851239669,9.50413223140496
28.9256198347107,8.67768595041322
27.6859504132231,8.88429752066116
29.1322314049587,9.09090909090909
30.7851239669421,8.05785123966942
31.6115702479339,6.19834710743802
32.0247933884297,8.47107438016529
29.5454545454545,8.05785123966942
28.9256198347107,8.67768595041322
26.8595041322314,9.50413223140496
27.6859504132231,10.3305785123967
29.3388429752066,9.29752066115702
30.3719008264463,9.29752066115702
29.7520661157025,8.47107438016529
28.7190082644628,9.71074380165289
28.5123966942149,6.40495867768595
29.5454545454545,9.91735537190083
27.0661157024793,6.61157024793388
29.7520661157025,7.64462809917355
31.404958677686,9.50413223140496
35.3305785123967,9.71074380165289
31.198347107438,9.71074380165289
29.9586776859504,6.19834710743802
30.7851239669421,7.85123966942149
27.8925619834711,9.29752066115702
29.9586776859504,8.26446280991735
28.3057851239669,8.47107438016529
29.5454545454545,7.85123966942149
27.6859504132231,8.88429752066116
29.3388429752066,7.64462809917355
27.0661157024793,6.81818181818182
27.4793388429752,11.1570247933884
30.1652892561983,10.3305785123967
27.8925619834711,8.05785123966942
28.099173553719,8.05785123966942
32.2314049586777,7.85123966942149
30.9917355371901,8.88429752066116
29.3388429752066,8.26446280991735
31.6115702479339,8.67768595041322
28.3057851239669,6.81818181818182
32.8512396694215,8.26446280991735
30.7851239669421,9.29752066115702
32.6446280991736,6.19834710743802
30.1652892561983,9.29752066115702
33.0578512396694,8.47107438016529
32.8512396694215,10.9504132231405
29.5454545454545,7.23140495867769
28.7190082644628,8.05785123966942
27.0661157024793,8.05785123966942
30.5785123966942,10.9504132231405
25.2066115702479,9.09090909090909
31.404958677686,6.40495867768595
28.099173553719,8.67768595041322
29.7520661157025,8.47107438016529
28.099173553719,7.85123966942149
28.9256198347107,8.67768595041322
27.6859504132231,9.71074380165289
27.6859504132231,9.71074380165289
28.3057851239669,7.85123966942149
28.7190082644628,7.64462809917355
31.198347107438,8.26446280991735
23.9669421487603,9.09090909090909
28.5123966942149,10.3305785123967
28.099173553719,7.02479338842975
26.6528925619835,6.81818181818182
25,6.19834710743802
30.3719008264463,9.91735537190083
29.5454545454545,10.5371900826446
27.0661157024793,7.23140495867769
29.1322314049587,10.1239669421488
31.6115702479339,9.71074380165289
35.1239669421488,7.64462809917355
31.8181818181818,8.47107438016529
27.4793388429752,8.67768595041322
27.6859504132231,9.71074380165289
35.1239669421488,9.91735537190083
29.3388429752066,9.09090909090909
27.8925619834711,7.23140495867769
27.4793388429752,9.50413223140496
33.0578512396694,9.50413223140496
31.404958677686,7.85123966942149
29.3388429752066,9.91735537190083
27.6859504132231,8.47107438016529
30.3719008264463,7.64462809917355
32.0247933884297,8.47107438016529
27.8925619834711,8.26446280991735
30.7851239669421,9.71074380165289
30.5785123966942,8.47107438016529
34.504132231405,8.47107438016529
34.7107438016529,8.88429752066116
30.5785123966942,9.91735537190083
29.7520661157025,9.29752066115702
29.5454545454545,8.26446280991735
30.5785123966942,10.7438016528926
30.3719008264463,7.43801652892562
27.4793388429752,6.40495867768595
32.2314049586777,8.05785123966942
29.7520661157025,11.1570247933884
27.8925619834711,10.5371900826446
29.1322314049587,10.1239669421488
29.3388429752066,8.47107438016529
30.5785123966942,11.9834710743802
26.8595041322314,11.1570247933884
30.1652892561983,9.29752066115702
26.0330578512397,8.47107438016529
29.1322314049587,6.81818181818182
31.8181818181818,10.3305785123967
31.8181818181818,10.1239669421488
27.0661157024793,8.67768595041322
28.5123966942149,8.47107438016529
30.7851239669421,12.396694214876
29.7520661157025,9.09090909090909
26.6528925619835,9.91735537190083
30.9917355371901,5.16528925619835
32.2314049586777,6.61157024793388
30.3719008264463,8.26446280991735
28.7190082644628,10.1239669421488
30.7851239669421,9.09090909090909
26.8595041322314,7.64462809917355
30.3719008264463,8.88429752066116
32.8512396694215,8.67768595041322
29.1322314049587,8.05785123966942
31.198347107438,7.43801652892562
31.6115702479339,9.29752066115702
32.2314049586777,9.91735537190083
30.3719008264463,10.3305785123967
26.8595041322314,9.71074380165289
29.7520661157025,7.85123966942149
32.0247933884297,7.23140495867769
30.1652892561983,7.64462809917355
33.2644628099174,9.29752066115702
27.0661157024793,6.61157024793388
29.5454545454545,7.85123966942149
30.5785123966942,8.88429752066116
29.1322314049587,8.26446280991735
28.5123966942149,8.26446280991735
29.5454545454545,8.26446280991735
29.3388429752066,9.50413223140496
29.5454545454545,7.02479338842975
29.9586776859504,7.64462809917355
29.3388429752066,10.3305785123967
32.2314049586777,7.64462809917355
29.3388429752066,8.47107438016529
22.9338842975207,10.7438016528926
31.8181818181818,7.64462809917355
26.6528925619835,7.64462809917355
30.7851239669421,9.91735537190083
29.7520661157025,9.29752066115702
33.0578512396694,8.05785123966942
29.9586776859504,9.50413223140496
30.5785123966942,10.9504132231405
27.4793388429752,8.67768595041322
29.1322314049587,10.3305785123967
31.8181818181818,9.29752066115702
28.3057851239669,7.85123966942149
30.1652892561983,9.29752066115702
30.7851239669421,9.71074380165289
29.3388429752066,8.05785123966942
28.7190082644628,10.1239669421488
29.3388429752066,7.43801652892562
33.2644628099174,6.61157024793388
26.0330578512397,8.67768595041322
26.0330578512397,7.43801652892562
31.198347107438,7.43801652892562
27.8925619834711,8.67768595041322
26.6528925619835,9.09090909090909
28.7190082644628,10.1239669421488
30.7851239669421,6.81818181818182
28.7190082644628,9.71074380165289
31.198347107438,9.09090909090909
29.1322314049587,9.09090909090909
30.9917355371901,9.50413223140496
28.9256198347107,9.91735537190083
29.3388429752066,9.71074380165289
31.404958677686,6.40495867768595
31.8181818181818,5.78512396694215
26.0330578512397,9.50413223140496
29.3388429752066,8.26446280991735
31.198347107438,9.09090909090909
30.5785123966942,8.67768595041322
27.4793388429752,9.50413223140496
29.1322314049587,7.85123966942149
29.7520661157025,7.43801652892562
31.404958677686,10.3305785123967
30.1652892561983,8.67768595041322
30.1652892561983,6.61157024793388
31.198347107438,8.67768595041322
28.5123966942149,10.1239669421488
29.7520661157025,9.91735537190083
31.198347107438,6.81818181818182
28.9256198347107,8.67768595041322
31.198347107438,7.85123966942149
30.9917355371901,10.1239669421488
26.0330578512397,8.47107438016529
30.9917355371901,7.43801652892562
30.1652892561983,8.88429752066116
30.9917355371901,8.26446280991735
28.7190082644628,9.91735537190083
30.7851239669421,9.29752066115702
30.7851239669421,6.61157024793388
29.9586776859504,10.7438016528926
30.1652892561983,6.81818181818182
32.0247933884297,8.47107438016529
28.099173553719,8.26446280991735
29.9586776859504,8.47107438016529
26.8595041322314,7.23140495867769
26.8595041322314,7.64462809917355
28.099173553719,9.29752066115702
28.9256198347107,6.81818181818182
30.3719008264463,7.64462809917355
30.3719008264463,11.3636363636364
26.0330578512397,7.43801652892562
27.8925619834711,7.85123966942149
31.8181818181818,8.26446280991735
30.7851239669421,8.05785123966942
27.0661157024793,11.3636363636364
32.2314049586777,7.64462809917355
27.0661157024793,6.61157024793388
26.6528925619835,9.29752066115702
28.3057851239669,8.05785123966942
33.2644628099174,7.64462809917355
28.099173553719,9.71074380165289
30.9917355371901,9.29752066115702
33.2644628099174,8.67768595041322
27.2727272727273,8.88429752066116
29.1322314049587,9.29752066115702
30.3719008264463,7.43801652892562
27.4793388429752,7.43801652892562
