mu[1,1] mu[1,2] mu[2,1] mu[2,2] tau[1,1,1] tau[1,2,1] tau[2,1,1] tau[2,2,1] tau[1,1,2] tau[1,2,2] tau[2,1,2] tau[2,2,2] probdiff predOne[1] predOne[2] predTwo[1] predTwo[2]
0.565052241910459 0.362105318289134 0.965724099354542 0.74400706022819 87.1840871663805 -52.6916103261652 -52.6916103261652 36.8194145314517 13.3100752571109 -16.6629172479189 -16.6629172479189 21.5027698776527 0.0599780452709621 -0.0212163351010626 0.517207266753329 0.32437403775589 0.943704264344762
0.505883659225753 0.396944821906654 0.905179602433969 0.761747915798052 90.3865429891467 -52.9028662408244 -52.9028662408244 36.8357770848733 111.67679253695 -33.6404793606433 -33.6404793606433 24.6767203506685 0.246926828942783 0.504867552301279 1.01219187490604 0.510228946173268 0.988202919029843
0.530305228727546 0.384888196737646 0.938457569281369 0.743461950946496 79.5392236943379 -46.5499155568535 -46.5499155568535 32.1371094068647 169.71496025609 -46.7068203933271 -46.7068203933271 31.0899520969825 0.199405824795765 0.170559183530068 0.3249376426729 0.508978918736666 0.980118530193431
0.550429081463194 0.381571740968273 0.948639688749114 0.739674358058223 69.5501460548972 -41.2767809509657 -41.2767809509657 29.4109032750976 222.930486007332 -60.4791320766839 -60.4791320766839 34.4377047219928 0.127077070431824 0.0578003764237426 0.142728150699352 0.304697118181293 1.0818703523474
0.564442021194124 0.377248706787985 0.977561213959637 0.753985740221736 59.9772722343774 -34.7978045809494 -34.7978045809494 24.7578611744636 265.020282454055 -73.7502833183918 -73.7502833183918 38.3212570966433 0.102990212600851 0.886232342258823 1.47504923131423 0.335611460617074 0.578561292480489
0.572074572922777 0.382411075901258 0.987444090403844 0.753742101194492 58.1451996417438 -33.5273449671033 -33.5273449671033 23.9402858288159 250.078913138856 -73.5516659944911 -73.5516659944911 40.5669731833008 0.114875403816266 0.323218077147947 0.747437015077521 0.548246894653802 1.14110351152818
0.558226556136959 0.37535198979183 0.969281984026231 0.737497880923073 62.0843105664891 -35.487618017396 -35.487618017396 24.9025043372094 254.790020941846 -75.5418091260386 -75.5418091260386 40.4541997792008 0.1172894358646 0.786901204951977 1.31348062373958 0.268290045468055 0.58742416005723
0.604522943463094 0.384732524045324 1.01657507328728 0.758886207890958 61.2818572330628 -34.8333037474569 -34.8333037474569 24.4879859905437 263.397210493503 -74.6417043592858 -74.6417043592858 40.0678181227209 0.11479675923476 0.444450928006545 0.601394123484126 0.330856908848798 0.649546518099754
0.57045786440338 0.382190879654712 0.970467576976722 0.75655822982928 63.2527312001844 -36.0093981057142 -36.0093981057142 25.6544762487995 254.468619228113 -77.1111913110083 -77.1111913110083 41.2070750726582 0.107559690796912 0.915639857788236 1.20799248996576 0.415156569981598 0.722532539698916
0.559664766247518 0.381584872170145 0.960306562861873 0.751842433543518 60.6758531010442 -33.8611519669975 -33.8611519669975 24.0458637864524 262.284417692551 -80.2679073591384 -80.2679073591384 42.3860952502579 0.101924576653818 0.131891947790326 0.553381640981258 0.338114898494017 0.672461265953067
