mu[1,1] mu[1,2] mu[2,1] mu[2,2] tau[1,1,1] tau[1,2,1] tau[2,1,1] tau[2,2,1] tau[1,1,2] tau[1,2,2] tau[2,1,2] tau[2,2,2] probdiff predOne[1] predOne[2] predTwo[1] predTwo[2]
0.563445747222488 0.974163386393958 0.940251796940545 0.882571731118712 80.5575934120456 -50.9007335287754 -50.9007335287754 36.6618501009076 1.84226270877252 -1.27212844031695 -1.27212844031695 1.40823723102062 0.00511791743147994 0.82573989924954 1.51603175207183 1.2500736833683 1.92473743843363
0.571066759692715 0.934246244067917 0.971736207664918 0.812983341339276 83.8515170591102 -50.6304732563805 -50.6304732563805 34.8107245294219 5.62575099491039 0.61652425665307 0.61652425665307 2.77077955480559 0.0240360386697365 1.16696554657588 1.86622282848318 0.819472929531026 0.976551889082972
0.585475758300176 0.941507939791398 0.98742880579879 0.804958834162069 96.998265837322 -58.4470599505403 -58.4470599505403 40.0774168456848 5.62957394526017 0.745227334638445 0.745227334638445 2.95592467451214 0.042960161718459 0.593420673430182 0.93776637623723 0.562434199879452 1.16716697294287
0.577888079468499 0.984598851580418 0.982919263049035 0.833830954925502 97.0568422262219 -60.5810281161642 -60.5810281161642 42.6216405406541 5.93173838044713 1.01181782443828 1.01181782443828 2.74212624133815 0.0904754802282731 0.484562477898722 0.81494038707322 0.638771472003226 1.01786303758572
0.590543082684015 0.986795087859644 1.00222006181254 0.78753304490582 97.8283287941509 -61.0084444102501 -61.0084444102501 43.2211631666453 5.20136945637767 0.906688306814058 0.906688306814058 2.77927066397131 0.17143216974333 0.750328006450797 1.12159359824867 1.50670549921672 1.63848837315164
0.614928234374847 1.00736910764016 1.03221981123988 0.704480143652892 102.788121241637 -63.3861024621805 -63.3861024621805 43.9660284370055 5.27660799376578 0.788221536572656 0.788221536572656 2.96198848927497 0.2571319490842 0.367655995630558 0.668620459078477 1.86598714723498 0.318794200472519
0.609359950404952 1.01397794353496 1.02452613904568 0.589478729523562 89.8281394630082 -55.4896269682007 -55.4896269682007 38.819925574487 4.86725109652451 0.711222154913697 0.711222154913697 3.39010790464833 0.335916586819164 0.821347214460851 1.42115950637665 1.05347007003918 0.453529995044322
0.63756644926351 1.03738490903113 1.07414132672515 0.537704636227227 87.9117308857809 -54.6271240310187 -54.6271240310187 38.3347696551219 5.1560164231415 0.688223770021526 0.688223770021526 3.730571272234 0.345442298590229 0.32265900239565 0.441565994802634 1.25763560192048 -0.0995480682035847
0.637868626829511 1.05784269234039 1.07872623193276 0.479581902274397 90.435954250486 -55.7548986586824 -55.7548986586824 39.0696500067618 4.47915995164826 0.560922584095834 0.560922584095834 3.74646840773609 0.37290845032543 0.808083982556253 1.58851630142079 0.190042431778162 0.150044558843826
0.647971888072042 1.01045317880715 1.08142093642285 0.473095747466063 90.0074603888473 -54.9887945769228 -54.9887945769228 38.4348102796193 4.61749172233282 0.948653578067022 0.948653578067022 4.67956341766925 0.428805617738405 0.883213057135186 1.31364466895712 1.61789244907854 0.348666433608315
