mu[1,1] mu[1,2] mu[2,1] mu[2,2] tau[1,1,1] tau[1,2,1] tau[2,1,1] tau[2,2,1] tau[1,1,2] tau[1,2,2] tau[2,1,2] tau[2,2,2] compOne[1] compOne[1].1 compTwo[1] compTwo[2]
2.18674192056065 -0.053656254999877 2.45150711384101 1.59531181076975 507.598827220724 -291.582498218606 -291.582498218606 198.440227915824 2.00907989466616 0.746680865205804 0.746680865205804 2.26057012499192 2.24724339509289 2.24724339509289 -0.138806328094238 2.47269167532511
0.467899843443605 -1.92714088506274 0.486868676805688 2.14363420622208 264.592479699458 -143.717730867724 -143.717730867724 138.344883461546 1.39170301420923 -0.578788960863874 -0.578788960863874 1.33381901465343 0.511995331151906 0.511995331151906 -3.30825084805941 0.950676939528394
-0.488482249957657 2.46760270065013 0.0132662716037814 0.262825581207592 635.358784788475 -229.631514894286 -229.631514894286 172.758340950914 0.181251795721469 0.271635592382254 0.271635592382254 0.857053267027789 -0.481314970841963 -0.481314970841963 0.586679424773571 1.7163138941767
0.329181865736384 2.76530250613098 0.366088458360199 -0.467826025162886 755.395124315609 -265.844918959922 -265.844918959922 135.09827190964 2.61169103208357 -0.649868242919109 -0.649868242919109 0.698408109616388 0.363887801624409 0.363887801624409 3.14574141409784 -1.47963509251497
1.46112240317531 2.45212154742415 1.48850597785489 0.414397257165734 165.719571376012 -121.444034078162 -121.444034078162 212.256219882981 0.821897235294342 0.0141017182251339 0.0141017182251339 0.310771040756602 1.53739861262982 1.53739861262982 3.71908913877086 -2.10669486303205
-0.206297805245307 -3.21783955011374 -0.147510174068133 3.15483036524416 359.989108709762 -214.297309122685 -214.297309122685 261.590862501001 1.24129628344633 -0.504245032459968 -0.504245032459968 1.22991081638495 -0.246107804961582 -0.246107804961582 -3.31864928660732 2.86076128897697
-0.339041867997141 3.80469207458728 0.0252369675060067 0.290272011559486 518.189383661775 -333.430998402209 -333.430998402209 244.113619636498 1.66392396924514 0.734957180651466 0.734957180651466 3.08262900808457 -0.397062979772161 -0.397062979772161 4.80550443824297 0.296956304221898
0.524828028396201 1.90753657143307 0.54374150357322 -0.537576919317997 285.192363260909 -89.4408369766699 -89.4408369766699 130.808087391258 0.521593405870578 0.198826907493617 0.198826907493617 0.577238911978514 0.562609882832782 0.562609882832782 3.71677743765381 -0.851613714569798
1.37239665446254 5.57645583554225 1.04016546181818 -0.431832498429443 434.488899043137 -176.955916474379 -176.955916474379 104.711972586933 1.77613719407885 1.78635155340297 1.78635155340297 2.79678379609212 1.1813792933995 1.1813792933995 5.97850580126309 -0.441712328847753
3.25917358544543 1.48076100003576 2.73931803784233 -0.11157950150563 308.749442034759 -113.161121438517 -113.161121438517 186.2852689327 1.88632059395188 -0.376640523298515 -0.376640523298515 0.470307989078596 3.21679559510336 3.21679559510336 2.18746134134139 1.15848986989305
