mu[1,1] mu[1,2] mu[2,1] mu[2,2] tau[1,1,1] tau[1,2,1] tau[2,1,1] tau[2,2,1] tau[1,1,2] tau[1,2,2] tau[2,1,2] tau[2,2,2] compOne[1] compOne[1].1 compTwo[1] compTwo[2]
0.728305556441815 4.0131466228337 0.588118201359879 4.00430197700791 2855.05926662138 -1282.11736552505 -1282.11736552505 2867.21315794532 0.684317589390188 -0.203028879674535 -0.203028879674535 0.366181584394197 0.720529889505372 0.720529889505372 5.73219357538071 3.27355156176111
0.653421203923214 3.91701805951895 0.603635012242424 3.9198633582975 5154.1947405433 -2318.64286915594 -2318.64286915594 2066.91916230638 0.638526186295287 0.19194875308083 0.19194875308083 0.627935741818014 0.624792854851371 0.624792854851371 6.39577366293016 2.63260805725584
-0.0787103390400401 4.55732444520221 0.935156383279974 4.06858216995636 5869.52790376695 -2260.08138265232 -2260.08138265232 1250.91436358959 0.301337221656716 -0.143124092466815 -0.143124092466815 0.32843325749984 -0.0812973268829628 -0.0812973268829628 3.57147323481502 4.78902796405545
0.771622784345978 4.06063233837886 1.99910550987345 4.31658391567283 13609.5496141162 -5518.87122517276 -5518.87122517276 3733.41629642846 0.242672777627561 -0.0229868503265979 -0.0229868503265979 0.177843069689192 0.783745726175139 0.783745726175139 4.09805015589044 1.45275793825602
0.0807062258691205 3.96284072976316 0.659344234862799 3.99259353888302 10351.8369727805 -3857.02453232687 -3857.02453232687 3923.56667508657 0.0760442727269802 0.044409594619215 0.044409594619215 0.541372717668608 0.0809558060062164 0.0809558060062164 6.4411305713988 4.12700760385733
1.83842269878527 4.41565389131159 1.38074954729257 3.38698602477669 4406.68829379225 -3111.3544948695 -3111.3544948695 3618.40344532161 1.33041791886469 0.135959946740399 0.135959946740399 0.571332972408643 1.85651626569728 1.85651626569728 4.86628232173155 1.88085814513492
1.34858668464256 4.0208998965862 1.16055147525365 3.78707370941015 1720.37323626582 -601.860717639467 -601.860717639467 936.860026331357 0.314149135987612 -0.26500209995358 -0.26500209995358 0.438518890571811 1.36241641323467 1.36241641323467 3.17371738160382 -0.640002205452801
0.539507015578995 3.81396898268765 0.843682885123741 3.83026721697079 5118.72631578719 -1650.10619455286 -1650.10619455286 1728.39876163117 0.739663557944468 -0.220428991831296 -0.220428991831296 0.643331608279275 0.542696016383039 0.542696016383039 5.11806886207454 3.00901083297763
1.90158613203543 3.82698897690913 0.421904598237255 3.92406633908022 2563.74178099333 -940.918688219584 -940.918688219584 591.300458662482 1.38021722080897 -0.153799031284135 -0.153799031284135 0.700131340827871 1.86422998154878 1.86422998154878 3.62514715381931 5.58754611881406
-1.17810771183759 3.57907897301669 1.04505957728075 4.06483552320821 3403.74475608393 -1506.37788197883 -1506.37788197883 2793.91756353899 0.180287416394485 0.307601699353752 0.307601699353752 0.743477458024318 -1.16258970926263 -1.16258970926263 -2.2173257880056 4.79589822126589
1.01305408773264 4.42622874410413 1.30225275567763 3.91458382803533 8608.53815139189 -4137.39141116911 -4137.39141116911 3444.50776913163 0.692409406571624 -0.262421751112845 -0.262421751112845 0.703506732341572 1.00173229372251 1.00173229372251 4.99438889911495 6.33171171046935
-0.0404869400145127 3.60423672230806 1.20040547615896 4.18624282227572 2080.65882183134 -145.301134097259 -145.301134097259 641.256171484617 0.558563615706012 0.0879939516424559 0.0879939516424559 0.616976640927004 -0.0471226809238232 -0.0471226809238232 4.13400721674418 4.39740547764827
1.27576635490154 3.89879747988283 1.47414966795858 3.78628510713471 3330.33195908433 -2153.5303744193 -2153.5303744193 1723.15119947692 0.381925775391563 0.261365117593448 0.261365117593448 0.650380033737758 1.26183535058592 1.26183535058592 7.55679353212376 1.00021339451604
1.19569187879425 4.3374173691983 0.955877972750651 3.74905096197063 3322.0186977251 -2197.28539818701 -2197.28539818701 1500.79088424647 0.565648297162982 -0.0396008398120427 -0.0396008398120427 0.173666941395602 1.1974618106194 1.1974618106194 4.92774273204422 5.78684858212153
