mu[1,1] mu[1,2] mu[2,1] mu[2,2] tau[1,1,1] tau[1,2,1] tau[2,1,1] tau[2,2,1] tau[1,1,2] tau[1,2,2] tau[2,1,2] tau[2,2,2] probdiff compOne[1] compOne[2] compTwo[1] compTwo[2]
0.565244780961591 1.44175584332991 1.06577039148083 2.82471282721777 55.1105877203855 -33.3622669139679 -33.3622669139679 23.3211745462945 38.2738370771241 -23.1844777295703 -23.1844777295703 18.6086023411177 0.00510486501061767 0.589607167370486 1.1399037664879 1.35140123959671 2.25987113044789
0.564096372851587 1.45321204062769 1.07136844134234 2.85124850278375 66.8280433745672 -39.7041022622093 -39.7041022622093 26.9171551204999 34.2560968242897 -22.3156249119181 -22.3156249119181 20.2044650854771 0.00222203213022851 0.811867855436073 1.41510000517893 1.31431354031294 2.62001413137868
0.556438238845087 1.46535438642899 1.05941957062861 2.84968397611909 63.4884085967839 -36.0455229275149 -36.0455229275149 23.8273708350995 42.8556499654382 -27.8939204333 -27.8939204333 23.4498891281558 0.00144464747248395 0.850636848204385 1.4685043262037 1.59161729339028 2.60902418446367
0.553209903644437 1.45029214801206 1.04641855839849 2.85513671281078 67.4017314625558 -38.8909673970899 -38.8909673970899 25.8231561908007 41.5637713105646 -27.7778400682664 -27.7778400682664 23.2842975274034 0.00412351018426539 0.626060509726868 1.13911513380977 1.12871620351314 2.49944383612849
0.546500800892712 1.44132703571155 1.04222916150806 2.84881092274323 61.7069670915928 -35.0126054297846 -35.0126054297846 23.8916813494723 41.7315180430427 -26.4107422764717 -26.4107422764717 21.1741296655445 0.0146890083690962 0.43056438236438 1.15182627643621 1.52783867761727 2.76941729634255
0.566679070069472 1.40069518846934 1.06757713191426 2.78453229788509 58.0911430092572 -33.4264066144549 -33.4264066144549 22.2887958785027 33.2711074666224 -21.724574277326 -21.724574277326 18.5278658475459 0.00672041609192015 0.87103040354248 1.58934611720218 0.87003337286789 1.99328136382891
0.598575108266655 1.47051555965206 1.11972956659424 2.87179405345692 59.2390985254635 -33.9614513636044 -33.9614513636044 22.8800893339851 37.3625467983963 -23.4529977226822 -23.4529977226822 19.3602294532447 0.00162953812893695 0.524778248923179 1.03720382330261 1.40160318430793 2.92338676039389
0.557821127756061 1.42393642428534 1.05682123166489 2.80512334188244 62.4480740588048 -35.6730786704747 -35.6730786704747 23.496283188433 32.1692138554657 -19.393016302125 -19.393016302125 16.7590101102839 0.00151162712823609 0.567842665895299 1.01545024569528 1.35682129814313 2.58451218779294
0.577198977763273 1.40298792419008 1.08748249894455 2.75765247016124 54.2221140729593 -30.8860113349026 -30.8860113349026 20.3423897514864 36.6905703811043 -22.8271319438989 -22.8271319438989 18.3217384619142 0.00608126861452868 1.11804820991301 1.47303830873318 1.2125393809687 2.32535336371877
0.536772127616226 1.4296622364695 1.01187841984034 2.82711252165125 61.7861798315509 -35.5647878511931 -35.5647878511931 23.4583775129722 43.3408843283329 -28.03195755905 -28.03195755905 22.9398449940316 0.00223289530887468 0.845255455351203 1.34128208601251 1.87038903955289 3.49521436978448
0.546478551956327 1.42820619162927 1.02991581083293 2.83154761317299 58.0905942333882 -33.2347129189821 -33.2347129189821 22.2831262553124 38.1398996852674 -25.997044676244 -25.997044676244 22.1092622230985 0.0040106734143073 0.607093098066795 1.03154745582213 2.06836908212709 3.4208153018665
