mu[1,1] mu[1,2] mu[2,1] mu[2,2] tau[1,1,1] tau[1,2,1] tau[2,1,1] tau[2,2,1] tau[1,1,2] tau[1,2,2] tau[2,1,2] tau[2,2,2] probdiff compOne[1] compOne[2] compTwo[1] compTwo[2]
0.727421191586407 1.73019497733577 1.74266514139177 3.11970662209578 40.703930435617 -23.0083283770841 -23.0083283770841 17.088313550557 15.9458255116358 -13.4786259919412 -13.4786259919412 18.918813763643 0.855288239313464 0.518884668617566 1.95383911405338 1.81975185157425 3.43340914236313
0.725802421540939 1.72177402641467 1.74233494357112 3.12778772374236 40.1220155249144 -22.4851955454531 -22.4851955454531 16.5158673263617 17.5448199363467 -14.7223962840124 -14.7223962840124 20.58116392385 0.855934869288384 0.193429416114583 0.913220743890309 2.1943510250558 3.63090763737154
0.719493221175346 1.7356206758431 1.72988676063058 3.16248549401243 42.441314082969 -24.3234494849588 -24.3234494849588 17.7691261301594 16.8825298878335 -15.1587438444081 -15.1587438444081 22.4320370297256 0.853713208531607 1.02680107028146 1.76631254024773 1.92364879217119 3.09940238506354
0.707252788395438 1.65227439462411 1.72369449766015 3.08942334509654 44.3136190079468 -25.2567703427887 -25.2567703427887 18.3219562456143 17.2785604315461 -16.6720368265144 -16.6720368265144 23.0284607020362 0.826386097486533 0.597665952792436 1.75260288629151 1.82330493851514 2.98971957288222
0.718629455088146 1.5563123437399 1.72614626954344 3.01486152375266 40.5158062213323 -23.4961158726909 -23.4961158726909 17.7153134798969 16.3076204992602 -16.7656129593514 -16.7656129593514 25.5900650127606 0.840308845048776 1.0690733220666 2.00863720699452 2.37670590702187 3.51463871851382
0.713845723207307 1.56665208985054 1.72161400350338 3.00801338553161 40.7319528994551 -22.2989350336288 -22.2989350336288 16.1090547455933 16.7397929621631 -17.4139167663658 -17.4139167663658 27.6691459531878 0.834637118041049 0.525363952188858 1.3837795908943 1.14376864974636 2.74880209410124
0.694897552368077 1.66612760912462 1.70678023230619 3.10521820880811 39.1903622133454 -22.0880976178087 -22.0880976178087 16.9387812295767 20.4514109036382 -18.4217350669829 -18.4217350669829 23.5824903304455 0.854763695443474 1.34557840129365 2.3492263832914 1.04756350664931 2.586634869025
0.701500620534131 1.59613892358892 1.7109760210817 2.99669132510475 43.0045911536278 -24.2453341799445 -24.2453341799445 17.4899004324939 15.9397865510087 -13.203881021445 -13.203881021445 17.2681638494671 0.837968619371682 0.536648094681948 1.38559171638559 1.75380663413971 3.10627116657556
0.700530651872569 1.64933131561934 1.69606830938778 3.06633292979377 40.2843958441358 -22.7522148051535 -22.7522148051535 16.7875852239123 17.1426405219953 -16.9875762390887 -16.9875762390887 24.8121072483894 0.8210112492699 -0.00439790501246452 0.774685872017713 1.74226161771099 3.08993948012849
0.723042388732999 1.55731838325537 1.74687122603089 2.98949863835963 42.749357277431 -25.1176695119668 -25.1176695119668 18.9099242688772 16.3800085009277 -16.2856964496799 -16.2856964496799 22.1721399023198 0.86055792550965 1.39143668147614 2.43436293803339 1.88326861511818 3.07054804655285
0.722089801759214 1.63453508923326 1.73427851252565 3.06068906189413 40.4421655365152 -23.4033280989717 -23.4033280989717 17.6374011747412 13.862619659764 -12.0338197818108 -12.0338197818108 16.7391388944574 0.860868246128494 0.621121318662891 1.73455004423808 1.6891202874587 3.169437506715
0.728783205329245 1.62384405879666 1.74599130292606 3.06325324395369 42.455471142271 -24.2774527339432 -24.2774527339432 17.8058942989975 16.5357166141218 -14.2530923492063 -14.2530923492063 19.259217180865 0.866044721520736 1.13738236204706 2.16227894515771 1.612242829195 2.99931812718294
0.708268852424253 1.70218108843665 1.71337688312974 3.11357880418119 40.4445594571844 -23.031369420884 -23.031369420884 17.3738771686199 14.3267157237195 -13.9431276392674 -13.9431276392674 20.0417280747256 0.874661556765502 1.02565146186322 2.17363788016514 1.71981924184261 3.02507472577341
0.738280590255415 1.67868971275688 1.74980676899695 3.09278694810668 41.9845062653046 -24.2195746406887 -24.2195746406887 17.8119784254672 13.8631769935799 -11.5939713980958 -11.5939713980958 19.3487266453235 0.856304092218688 0.810930818905311 1.92244857720047 2.13312776057373 3.47181247275665
