mu[1,1] mu[1,2] mu[2,1] mu[2,2] tau[1,1,1] tau[1,2,1] tau[2,1,1] tau[2,2,1] tau[1,1,2] tau[1,2,2] tau[2,1,2] tau[2,2,2] probdiff compOne[1] compOne[2] compTwo[1] compTwo[2]
0.606462360632194 0.663080831460941 1.51947103969129 2.34945723448262 28.8849838291646 -16.7919170292701 -16.7919170292701 13.4637363013555 58.6640238974729 -20.883271311855 -20.883271311855 9.59462482335616 0.0166385951371543 0.431512211838291 1.85654792888459 0.83495858873268 2.44647258410453
0.560559306956309 0.651445073301088 1.48566366987112 2.31633323856671 30.1245251707746 -17.2003917100025 -17.2003917100025 13.1729264043626 57.4679632856162 -20.9225655625195 -20.9225655625195 9.51728032532747 0.0109288048459379 1.08140724089564 2.06810451368158 0.95826572227011 2.44394624779474
0.563103880897016 0.660695849495281 1.47600066384279 2.35100594896939 27.4883204410851 -15.0680689218456 -15.0680689218456 11.7076125637231 54.286957585451 -19.5072282497839 -19.5072282497839 9.11001203823438 0.0112041173800567 0.494268945307258 2.04935467021332 0.834949699865134 2.68444511840852
0.586905424275693 0.644867442571008 1.51059549611543 2.30016918204885 27.3497582596747 -16.1054545162297 -16.1054545162297 13.219208521156 52.7862781885956 -19.2178605715154 -19.2178605715154 8.87397817667738 0.0151040153816404 0.956027121247554 1.74765719154679 0.246965053343734 1.39342435230446
0.539965789713425 0.656097723315305 1.45720067650039 2.33263899544428 33.3518893346029 -18.3604110967429 -18.3604110967429 13.7827626071467 51.831192844742 -19.0897655405489 -19.0897655405489 9.12791753356113 0.0232991608647805 1.1510292971521 2.45896137478144 0.742243263891338 2.49164091447427
0.579677168956014 0.660874147845642 1.52290825973385 2.3322167704447 30.9793134613409 -17.9868013765416 -17.9868013765416 14.1051259197291 55.0149580979215 -20.2006603653228 -20.2006603653228 9.33245064524209 0.0207881259982134 0.861211072102139 1.9886206534842 0.986539213297772 3.21807257623636
0.571574023629718 0.64653806877523 1.49393910864631 2.31695222750875 32.8329366125659 -18.6508735883808 -18.6508735883808 14.5148962942929 51.6843729281774 -19.595216732085 -19.595216732085 9.4134823226884 0.0200517489252473 0.920899235159227 1.90363959685414 0.553031164534655 1.69733808997203
0.56898871743441 0.645847889364795 1.49562834481362 2.30184307975824 29.8182208873811 -16.8729947906971 -16.8729947906971 13.3343426620134 53.1914427399107 -20.0185204996028 -20.0185204996028 9.45498367931026 0.0129382200220091 0.670010166017706 1.45853425019621 0.339042478764805 1.34498104568982
0.539294022752796 0.644913650407346 1.45507951519614 2.28239267011619 30.6398114933568 -17.154186537676 -17.154186537676 13.1525604020911 54.2617984883011 -19.0464949843362 -19.0464949843362 8.86032704895687 0.00880493505022644 0.0620591130969207 0.755256064959653 0.925289955812555 3.53061859116411
0.597842911606322 0.654896487242204 1.55038794747532 2.32054437139205 29.4179587423903 -17.4607703782536 -17.4607703782536 13.928597269812 57.0808864894445 -21.1085870270097 -21.1085870270097 9.58119762968778 0.0168071814765752 0.973866094509843 2.35908217128341 0.940932613221951 3.14551092663642
0.565797483595908 0.637836194848869 1.50849739243177 2.27285890427981 29.6473248513484 -16.6837046160358 -16.6837046160358 13.1225496242048 56.5065662032904 -21.0097273215499 -21.0097273215499 9.75841801577303 0.00818383230277273 0.575387572022518 1.38267029854932 0.859693033191033 2.89639779237967
0.535405004621264 0.650395870050071 1.46919039138889 2.31684935250297 27.549823818503 -15.1761062381704 -15.1761062381704 11.8110655988623 51.8993977009361 -18.6699276672018 -18.6699276672018 8.95306369332169 0.00992228666586076 0.50916337298749 1.44688689495549 0.532740282458361 2.14607123195026
0.576154526485684 0.654598871261721 1.50160845454428 2.3070587347407 28.3679898566161 -16.0358133988487 -16.0358133988487 12.4342812295409 53.6233356076801 -19.980624182474 -19.980624182474 9.21536648056133 0.0191172884752974 0.45260827886476 1.50261700672733 1.1394095447626 3.11778608224557
0.560468736294877 0.662423108000274 1.4581356807963 2.34302086596703 29.5309100421305 -16.4413354779578 -16.4413354779578 13.0420724205069 53.8342882927484 -19.741262472794 -19.741262472794 9.20458681875106 0.0221341197221984 0.0602182350472449 0.51284876551515 1.35594570772749 4.08318468640325
0.576060225389939 0.657152091562681 1.50112065975082 2.35132587006065 29.4329203358151 -16.7714709633537 -16.7714709633537 13.2303722785888 58.8607819595407 -21.5976104382582 -21.5976104382582 9.92002488919071 0.0194077390896748 0.400769026123018 1.18298572997871 1.04093278304432 3.36839307741887
0.561037831166883 0.635891747273087 1.48918870200591 2.27999224080361 29.6116793749767 -17.1265686878915 -17.1265686878915 13.8513268491 56.4462831559517 -20.2700928223296 -20.2700928223296 9.41956355093073 0.0170827645436533 0.55591191751376 1.04847475931637 0.789381461730343 3.03222750725582
0.552450113310155 0.649627690899631 1.47697049401575 2.30170225295264 30.2640593081013 -18.003481543028 -18.003481543028 14.6305803453197 49.3922943108881 -17.7032345565452 -17.7032345565452 8.49196998928283 0.0101410124917421 0.349243826410126 0.862543783303973 0.439864131870921 1.83602025499009
0.549063292577012 0.647484138735948 1.46594892371259 2.29488235969513 31.9081159151356 -18.7871416763127 -18.7871416763127 14.4191669022914 51.8848252221076 -19.9219982106678 -19.9219982106678 9.7970765777228 0.0077570611717014 0.441597652178831 1.66042290501309 0.598472331768301 2.94910556852185
0.522989797693936 0.64489146186779 1.44559448953448 2.30670662881416 29.7901426126007 -17.331426025764 -17.331426025764 13.8054593372463 63.5029105773517 -22.684449950736 -22.684449950736 10.039520066878 0.00229969713187141 1.15131802919199 2.56399164640118 1.18088014129692 3.87090539931288
0.563280823538144 0.669795467504523 1.48649634609706 2.34809020217243 29.9975199899789 -16.621551305187 -16.621551305187 12.8546142851328 58.2108145069707 -21.4938281509813 -21.4938281509813 9.99210922067508 0.00220646214375218 1.14511019811996 2.12029642170763 0.395295283520669 1.40562509765603
0.580569736489176 0.642499407224324 1.50218753596576 2.29887138015904 30.9127803211696 -17.7583966484757 -17.7583966484757 14.3037774785773 51.1691545628301 -18.7152425668117 -18.7152425668117 9.03472767288023 0.00105312790550271 0.405642407429424 1.26602902368547 0.620572742480125 2.02936686697639
0.565959692064768 0.662189504387066 1.49156809771885 2.33416638645881 32.3977332941273 -18.096219408036 -18.096219408036 13.7941909448669 54.8392017444535 -20.1665519753962 -20.1665519753962 9.47898712484276 0.00567630898204331 0.487539130092463 1.55659452802927 0.889610333295524 3.02366570643426
0.543223666314963 0.646444271379757 1.46235824269265 2.29886678316765 28.2793815516019 -16.0705519911673 -16.0705519911673 12.8298674564045 59.6667832028394 -21.7607441117844 -21.7607441117844 9.76454023808243 0.0123037747789929 0.276220987768063 1.29997012237737 0.649589098741849 1.96092182728426
0.569222782336921 0.653440712936351 1.45193126094629 2.3259264110061 30.3246936801171 -17.7219081384675 -17.7219081384675 14.293887363839 51.8709220983895 -18.9112845036097 -18.9112845036097 8.94934666323679 0.00555546503293744 0.318208320307773 1.32394559707779 0.879494979117125 2.75193574798833
0.559068592916933 0.624013302436533 1.47975529215086 2.26205117776172 30.7091918923506 -17.5352942891256 -17.5352942891256 13.752150298959 57.349660267198 -21.3825816196511 -21.3825816196511 9.94912931727317 0.00683323217980053 0.583621470661884 1.21768438917015 0.47084608872854 1.86998135525337
0.560715837781917 0.648705295427814 1.46812659352022 2.30222256680736 32.8056522402916 -18.7633482789938 -18.7633482789938 14.4520043786179 61.7830373483342 -21.7950301169452 -21.7950301169452 9.75531949009503 0.0120300960830248 0.635562076408504 1.51915205396932 0.545105268292916 1.85760609683612
0.565640567675588 0.659397289805571 1.49710458166685 2.32661588363249 28.8771018348009 -16.6634696902807 -16.6634696902807 13.1798478949734 55.3758966509847 -20.4240102276944 -20.4240102276944 9.44998705569455 0.0115390247101187 -0.0726762687610046 0.619965412332467 0.499309966152167 2.27382812261025
0.540877993330514 0.645095940755389 1.46539561291627 2.3069493563717 28.532568458274 -15.5074679865006 -15.5074679865006 12.0622966451038 54.9240652114693 -20.7431246243219 -20.7431246243219 9.92608407579919 0.0141511257836199 0.427823575745301 1.30179262700495 0.620942655527708 3.13600527067445
0.579790671393178 0.650712250387236 1.4951344098941 2.30596131185529 32.9204624428945 -19.0985071929824 -19.0985071929824 14.7105065470065 57.4983712113676 -21.1163771902859 -21.1163771902859 9.66399502018096 0.0119122686725592 0.981750844023524 1.18100482976432 0.513105026369256 2.03652329472337
0.575565363458173 0.650603423404694 1.4922669084555 2.29658792563267 29.7663514759368 -16.6710453427921 -16.6710453427921 13.3151561716209 55.139584511641 -20.3254548372816 -20.3254548372816 9.48545539592617 0.0100854847335045 0.962131397647094 1.91036446493439 0.371404741118889 1.30499624408882
0.585392946508805 0.653182845274008 1.52623217725428 2.30936773532886 28.603394486753 -16.9972797622758 -16.9972797622758 14.4255050719617 53.8831485010972 -19.6144362824691 -19.6144362824691 9.19032092146583 0.00108664983245526 -0.00461616071216172 0.656403788432208 0.00738228393821225 1.23747174622236
0.551954451925295 0.64283144089605 1.47750069376253 2.28728550004389 30.2276289292281 -17.0541343030998 -17.0541343030998 13.6697996627107 53.3381974675455 -19.5991345618762 -19.5991345618762 9.26317442905503 0.00140760662679211 0.334163464326116 0.687159858450921 0.441517210568849 2.31658360384782
0.536999818565821 0.629674433537704 1.45171338854953 2.27732910215353 31.9306131375167 -18.6679643917086 -18.6679643917086 14.7579507013133 49.3447080033087 -18.4271339056201 -18.4271339056201 8.88773408365143 0.00135680678022969 0.447246372268827 1.65748417684778 0.337551221492129 1.5472493308697
0.562316855969196 0.64374003021556 1.47248778972613 2.27571664029694 28.4317601889886 -16.6754131129853 -16.6754131129853 13.4843159906451 49.4905019824929 -18.9297968452763 -18.9297968452763 9.3064341560258 0.000776664782720511 1.17302172277742 2.48036966361817 0.54505457297109 1.99807270315185
0.557513021356938 0.634214806640949 1.46182838100418 2.26626807272721 31.9903997305269 -17.5741299836671 -17.5741299836671 13.2555735397546 55.9294607010734 -21.1175046348143 -21.1175046348143 9.9641188061238 0.00120971827020361 1.11615035711917 2.53719861485141 0.666380685439014 1.66326448290649
0.546322862856244 0.644673058729484 1.44877205534379 2.27877677785358 29.9537753429655 -17.192065452257 -17.192065452257 13.1573504510784 54.6883768113142 -20.1481819163127 -20.1481819163127 9.49226959556962 0.00273078912146651 0.87557527299274 2.11187009007153 0.568314439175246 1.57240723697341
0.546442892604284 0.635099142287729 1.45809746557384 2.25868543612673 29.9349421910895 -17.6306847066325 -17.6306847066325 14.0007358934682 54.4380688165183 -20.1203407119783 -20.1203407119783 9.52340104691402 0.00199404415917468 0.147652450532528 0.995491344151862 0.774326966817124 2.23382119266958
0.573973193063848 0.642591108394916 1.51289550790904 2.28972066868189 32.4636859244748 -19.1256762357202 -19.1256762357202 15.1919291661531 57.0205979120326 -21.1576490977245 -21.1576490977245 9.89314162488825 0.00826065539583837 0.891560784648846 1.7113471637739 0.617179940619974 1.94409819970957
0.571576221213562 0.645279512657132 1.49635425917505 2.30074328553677 31.154793859861 -17.8649848034492 -17.8649848034492 14.1264134405776 52.0019971384852 -19.0707207743358 -19.0707207743358 9.00972389156183 0.0114445110639185 0.923459555928485 1.60855344928919 0.753867700602256 3.18393368992696
