mu[1,1] mu[1,2] mu[2,1] mu[2,2] tau[1,1,1] tau[1,2,1] tau[2,1,1] tau[2,2,1] tau[1,1,2] tau[1,2,2] tau[2,1,2] tau[2,2,2] probdiff Y_syn[1] Y_syn[2]
8.88137408230344 8.78239255457999 9.43683600431913 7.44152600737939 41.7259996502625 -28.2629858664262 -28.2629858664262 22.8318641359866 5.01478580685501 -0.867816427292574 -0.867816427292574 1.14193923112729 0.138754025849422 8.60587599725326 7.72497196960732
8.89892207837698 8.75949273396883 9.46168393204564 7.48718199759984 42.3243516697296 -29.0549062317776 -29.0549062317776 23.6672287948235 5.53342157402706 -0.710652027444476 -0.710652027444476 1.14427762034089 0.142706549375485 8.89689114297786 9.59813208841785
8.89990720677842 8.70609685108076 9.46159913497515 7.42040751263222 42.135015065326 -29.1361416686347 -29.1361416686347 23.6770092020991 5.08989705439311 -0.928814896382938 -0.928814896382938 1.42772993581717 0.146735088606519 9.05801669617702 9.45817138846503
8.90567032276793 8.76511917386591 9.46119163901913 7.48576315104628 44.395874575675 -30.7745780252433 -30.7745780252433 25.1355823120062 4.38818151577234 -0.775353455939472 -0.775353455939472 1.16104966022913 0.149604253668344 8.53466651628839 8.80476706615228
8.90562118157364 8.74401109035942 9.47140739997096 7.46680440247957 44.2100295613624 -30.5365642572905 -30.5365642572905 24.8793505236518 4.51334652379252 -0.704509114104246 -0.704509114104246 1.04521091496297 0.153986684647897 8.75460861911945 9.09007755837702
8.91015656245929 8.77474365482743 9.47723871733424 7.55681390397031 43.9643450816522 -30.4010802210686 -30.4010802210686 24.7795564466442 3.85065551821411 -0.407944531826527 -0.407944531826527 1.03393526038779 0.156068497515099 8.81529560898249 9.63590030766198
8.91601103246799 8.70427755601599 9.48455482159443 7.50748851699954 45.1853609079184 -30.949532819999 -30.949532819999 25.1372371948563 4.42195157423406 -0.531730687115246 -0.531730687115246 1.00156092752796 0.160668536826781 9.05744081483718 8.12362948144006
8.93847501468743 8.68387087961014 9.50241258380777 7.58160118586406 45.7117982354619 -31.6342277413761 -31.6342277413761 26.026481693461 4.2515751970692 -0.429042668077755 -0.429042668077755 1.02420125604846 0.152805362117918 9.01924231101115 9.54277844485047
8.91587126394991 8.7240434064704 9.49038436647902 7.51567698884639 43.5225298904048 -29.9253188338071 -29.9253188338071 24.212418344929 4.04506358530564 -0.469077681593393 -0.469077681593393 1.00289754502055 0.142104126485791 8.7520813853283 9.0839474152244
8.89273401713795 8.77542850514848 9.44898678330787 7.4491451180097 40.7929397443946 -28.3050412701623 -28.3050412701623 23.3845142543047 5.0301656902094 -0.562408621046037 -0.562408621046037 0.938983276831358 0.132738942912324 8.65609587303422 8.9211382774336
8.89774736405407 8.74286451849529 9.46268867508823 7.47449176393997 43.9343752297285 -30.9447566631749 -30.9447566631749 25.4989403314196 5.17576279731637 -0.669432999855343 -0.669432999855343 1.01271878135944 0.139182745124469 8.90017887169993 9.69337742057889
8.9056118308651 8.76490195999252 9.46599813827848 7.4437959992467 44.6697192482064 -30.81072607729 -30.81072607729 24.7138728903666 5.76863355103806 -0.818909153926757 -0.818909153926757 1.00836716941795 0.132285654147219 9.53402605341136 9.87301112457509
8.89225623378819 8.76080532783774 9.46045460077671 7.46859284484144 44.3096085222308 -30.9440161029653 -30.9440161029653 25.3698695201607 5.32890835156937 -1.02646071776051 -1.02646071776051 1.22779803797296 0.148722838595303 8.8273037099779 9.50417117456846
8.88430173428172 8.75915124584234 9.43144903350973 7.53774333528662 43.4333574595362 -29.6831734519632 -29.6831734519632 23.876935543762 4.61784947957773 -0.711843418913851 -0.711843418913851 1.09550616605673 0.147213560768514 8.53587764687396 9.34629737412696
8.89457833860712 8.73332728162679 9.46405391439253 7.57427128892197 44.1342859955427 -30.2898234243288 -30.2898234243288 24.3321474257701 5.40716376248529 -0.742131156031203 -0.742131156031203 1.30716984813457 0.147232175539623 8.88238539674447 9.28298264743345
8.8997826541559 8.65951939007448 9.46165268364983 7.26970070056826 43.658121449399 -30.1190702055508 -30.1190702055508 24.4431646644629 4.54187514413381 -0.561438794302459 -0.561438794302459 1.10709497392497 0.1413466643401 9.07151262098618 9.64265186096491
8.88503228180973 8.73097568152359 9.44705054925185 7.6328210309251 46.1094521045975 -31.3279808444132 -31.3279808444132 24.942810790314 4.32345763000789 -0.871486559385572 -0.871486559385572 0.897640170712134 0.141793348426989 8.81199017235257 9.29775450835787
8.89724634834431 8.81294785999086 9.46890752978523 7.62049257931504 44.9680132381306 -30.9954618010368 -30.9954618010368 24.6506081685583 5.42309037850051 -0.873409334294333 -0.873409334294333 0.960539422795476 0.152026372623995 8.54094157553285 9.0326486683042
8.90185759574456 8.7820082539391 9.46813456813354 7.4814086998608 43.7072968715066 -30.4408842106886 -30.4408842106886 24.8677713141327 4.8334576525421 -0.938375468892269 -0.938375468892269 1.17960123247708 0.145458183515336 9.90899117097561 9.65551734915337
8.88701644460875 8.80757546668974 9.45453427474635 7.54484514617342 43.4010503409664 -29.8174816573028 -29.8174816573028 24.0824793259703 4.66989811812811 -0.516919262564627 -0.516919262564627 1.11157019340886 0.14985653453496 8.72940849454045 9.16568657367701
8.90326123885501 8.77742242046839 9.46501842846379 7.56139500692957 41.9749045401864 -28.618605628329 -28.618605628329 22.9940056622352 4.83777141845065 -0.556038080188296 -0.556038080188296 0.944637294670906 0.150572872834862 9.13983419812149 7.96824478808217
8.91485592910509 8.75051282282426 9.4697777906948 7.44693656552376 40.7628322714548 -28.520861680868 -28.520861680868 23.7365755272778 4.44199185463902 -0.746266680950905 -0.746266680950905 0.934226762822546 0.169883090941085 9.19207942302297 6.0616624021983
